is_contract_null_frac,first_seen_day_null_frac,age_days_null_frac,dow_null_frac,is_weekend_null_frac,is_month_start_null_frac,is_month_end_null_frac,normal_sent_cnt_null_frac,normal_recv_cnt_null_frac,normal_total_cnt_null_frac,normal_failed_cnt_null_frac,normal_to_contract_cnt_null_frac,normal_to_eoa_cnt_null_frac,eth_sent_sum_null_frac,eth_recv_sum_null_frac,eth_net_flow_null_frac,eth_sent_max_null_frac,eth_sent_avg_null_frac,eth_recv_max_null_frac,eth_recv_avg_null_frac,tx_fee_eth_sum_null_frac,gas_used_sum_null_frac,gas_price_avg_gwei_null_frac,max_fee_per_gas_avg_gwei_null_frac,priority_fee_avg_gwei_null_frac,erc20_sent_cnt_null_frac,erc20_recv_cnt_null_frac,erc20_total_cnt_null_frac,erc20_unique_tokens_sent_null_frac,erc20_unique_tokens_recv_null_frac,internal_out_cnt_null_frac,internal_in_cnt_null_frac,internal_out_value_eth_sum_null_frac,internal_in_value_eth_sum_null_frac,uniq_peers_cnt_null_frac,uniq_contract_peers_cnt_null_frac,uniq_eoa_peers_cnt_null_frac,tx_interarrival_mean_min_null_frac,tx_interarrival_std_min_null_frac,active_span_min_null_frac,burst_max_tx_5m_null_frac,sessions_cnt_null_frac,tx_cnt_00_06_null_frac,tx_cnt_06_12_null_frac,tx_cnt_12_18_null_frac,tx_cnt_18_24_null_frac
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9791939550014721,0.9791939550014721,0.97880606298756812,0.97880606298756812,0.0,0.0,0.9791939550014721,0.99797087523101147,0.99797087523101147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97134209839918872,0.98200758550855427,0.0,0.0,0.0,0.96620153527946173,0.96620153527946173,0.96620153527946173,0.96620153527946173
